approved	synonyms
TAAR9	TRAR3,TA3,TAR3
TAB1	MAP3K7IP1
TAB2	MAP3K7IP2,KIAA0733
TAB3	MAP3K7IP3
TAC1	TAC2,NKNA,NPK
TAC3	NKNB,ZNEUROK1,NKB
TAC4	HK-1,Pptc,PPT-C
TACC1	NA
TACC2	AZU-1
TACC3	ERIC1
TACO1	CCDC44
TACR1	TAC1R,SPR,NK1R,NKIR
TACR2	TAC2R,NKNAR,SKR,NK2R
TACR3	NK3R
TACSTD2	M1S1,TROP2,GA733-1,EGP-1
TADA1	TADA1L,STAF42,ADA1,hADA1,HFI1
TADA2A	TADA2L,ADA2,hADA2,ADA2A
TADA2B	MGC21874
TADA3	TADA3L,FLJ20221,FLJ21329,ADA3,hADA3,NGG1
TAF1	TAF2A,BA2R,CCG1,CCGS,DYT3,NSCL2,TAFII250,KAT4,DYT3/TAF1
TAF1A	TAFI48,SL1
TAF1B	TAFI63,SL1,RAF1B,RAFI63
TAF1C	TAFI110,TAFI95,SL1,MGC:39976
TAF1D	JOSD3,MGC5306,TAF(I)41
TAF1L	NA
TAF2	TAF2B,TAFII150,CIF150
TAF3	TAF140,TAFII140
TAF4	TAF4A,TAF2C1,TAF2C,TAFII130,TAFII135
TAF4B	TAF2C2,TAFII105
TAF5	TAF2D,TAFII100
TAF5L	PAF65B
TAF6	TAF2E,TAFII70,TAFII80,MGC:8964,TAFII85
TAF6L	PAF65A
TAF7	TAF2F,TAFII55
TAF7L	TAF2Q,CT40
TAF8	TBN,FLJ32821,TAF(II)43
TAF9	TAF2G,TAFII31,TAFII32,TAFIID32,MGC5067,CGI-137,MGC1603,MGC3647,AD-004
TAF9B	TAF9L,TAFII31L,DN-7,DN7,TFIID-31
TAF10	TAF2H,TAF2A,TAFII30
TAF11	TAF2I,TAFII28
TAF12	TAF2J,TAFII20
TAF13	TAF2K,TAFII18
TAF15	TAF2N,hTAFII68,RBP56,Npl3
TAGAP	FLJ32631,IDDM21,ARHGAP47
TAGLN	SM22,WS3-10,TAGLN1,SMCC,DKFZp686P11128
TAGLN2	KIAA0120,HA1756
TAGLN3	NP25,NP22
TAL1	TCL5,SCL,bHLHa17
TAL2	bHLHa19
TALDO1	NA
TAMM41	C3orf31,MGC16471,DKFZp434E0519
TANC1	KIAA1728,ROLSB
TANC2	DKFZP564D166,FLJ10215,FLJ11824,KIAA1148,KIAA1636,rols,ROLSA
TANGO2	C22orf25,DKFZp761P1121
TANGO6	TMCO7,FLJ12688,KIAA1746
TANK	TRAF2,I-TRAF
TAOK1	KIAA1361,MARKK,PSK2,MAP3K16,FLJ14314,TAO1
TAOK2	TAO1,KIAA0881,PSK,PSK1,TAO2,MAP3K17
TAOK3	JIK,DPK,MAP3K18
TAP1	ABCB2,PSF1,RING4,D6S114E
TAP2	ABCB3,PSF2,RING11,D6S217E
TAPBP	TAPA
TAPBPL	TAPBP-R,FLJ10143,TAPBPR
TAPT1	FLJ90013
TARBP1	TRP-185,TRM3
TARBP2	NA
TARDBP	TDP-43,ALS10
TARM1	NA
TARS	NA
TARS2	TARSL1,FLJ12528
TARSL2	FLJ25005
TAS1R1	GPR70,T1R1,TR1
TAS1R2	GPR71,T1R2,TR2
TAS1R3	T1R3
TAS2R1	T2R1,TRB7
TAS2R3	T2R3
TAS2R4	T2R4
TAS2R5	T2R5
TAS2R7	T2R7,TRB4
TAS2R8	T2R8,TRB5
TAS2R9	T2R9,TRB6
TAS2R10	T2R10,TRB2
TAS2R13	T2R13,TRB3
TAS2R14	T2R14,TRB1
TAS2R16	T2R16
TAS2R19	TAS2R48,TAS2R23,T2R19,T2R23
TAS2R20	TAS2R49,T2R20,T2R56
TAS2R30	TAS2R47,T2R30
TAS2R31	TAS2R44,T2R31,T2R53
TAS2R38	PTC,T2R61
TAS2R39	NA
TAS2R40	GPR60
TAS2R41	T2R59
TAS2R42	T2R24,T2R55,hT2R55,TAS2R55
TAS2R43	T2R52
TAS2R46	T2R54
TAS2R50	T2R51
TAS2R60	T2R60
TASP1	C20orf13,FLJ20212,dJ585I14.2
TAT	NA
TATDN1	CDA11
TATDN2	KIAA0218
TATDN3	NA
TAX1BP1	TXBP151,CALCOCO3
TAX1BP3	TIP-1
TAZ	CMD3A,EFE2,EFE,BTHS,XAP-2,G4.5
TBATA	C10orf27,FLJ32820,spatial
TBC1D1	TBC,TBC1,KIAA1108
TBC1D2	PARIS1,TBC1D2A,Armus
TBC1D2B	KIAA1055
TBC1D3	TBC1D3A,DKFZp434P2235,PRC17
TBC1D3B	TBC1D3I,PRC17
TBC1D3C	MGC44903
TBC1D3D	NA
TBC1D3E	NA
TBC1D3F	NA
TBC1D3G	NA
TBC1D3H	NA
TBC1D3I	NA
TBC1D3K	NA
TBC1D3L	NA
TBC1D4	KIAA0603,AS160,DKFZp779C0666
TBC1D5	KIAA0210
TBC1D7	dJ257A7.3,FLJ32666
TBC1D8	HBLP1,VRP,AD3
TBC1D8B	FLJ20298,RP11-321G1.1
TBC1D9	KIAA0882,MDR1
TBC1D9B	KIAA0676
TBC1D10A	TBC1D10,EPI64,AC004997.C22.2
TBC1D10B	DKFZP434P1750,Rab27A-GAPbeta,FLJ13130,EPI64B
TBC1D10C	FLJ00332,Carabin,EPI64C
TBC1D12	KIAA0608
TBC1D13	FLJ10743
TBC1D14	KIAA1322
TBC1D15	FLJ12085,DKFZp761D0223
TBC1D16	MGC25062,FLJ20748
TBC1D17	FLJ12168
TBC1D19	FLJ11082
TBC1D20	C20orf140,dJ852M4.2
TBC1D21	MGC34741,MgcRabGAP
TBC1D22A	C22orf4
TBC1D22B	C6orf197,FLJ20337,dJ744I24.2
TBC1D23	FLJ11046
TBC1D24	DFNB86,KIAA1171,TLDC6,DFNA65
TBC1D25	OATL1
TBC1D26	MGC51025
TBC1D28	FLJ40244
TBC1D29	DKFZP434O047
TBC1D30	KIAA0984
TBC1D31	WDR67,MGC21654,Gm85
TBC1D32	C6orf171,C6orf170,FLJ30899,dJ310J6.1,FLJ34235,bA57L9.1,BROMI
TBCA	NA
TBCB	CKAP1,CG22,CKAPI
TBCC	CFC
TBCCD1	FLJ10560
TBCD	NA
TBCE	KCS,HRD,KCS1,pac2
TBCEL	LRRC35,MGC10233
TBCK	MGC16169,HSPC302
TBK1	NAK
TBKBP1	ProSAPiP2,KIAA0775
TBL1X	TBL1,EBI
TBL1XR1	IRA1,FLJ12894,TBLR1,C21,DC42
TBL1Y	TBL1
TBL2	WS-betaTRP,WBSCR13,DKFZP43N024
TBL3	SAZD,UTP13
TBP	GTF2D1,SCA17,TFIID
TBPL1	TLP,STUD,TRF2,TLF
TBPL2	TRF3,TBP2
TBR1	NA
TBRG1	FLJ14621,TB-5,NIAM
TBRG4	Cpr2,KIAA0948,H_TD2522F11.8,FASTKD4
TBX1	VCF,CATCH22
TBX2	NA
TBX3	UMS,TBX3-ISO,XHL
TBX4	NA
TBX5	HOS
TBX6	NA
TBX10	TBX7,TBX13
TBX15	TBX14
TBX18	NA
TBX19	dj747L4.1,TPIT
TBX20	NA
TBX21	TBLYM,T-bet
TBX22	CPX,CLPA
TBXA2R	NA
TBXAS1	CYP5,CYP5A1,THAS,TXS,TXAS,TS
TC2N	C14orf47,MTAC2D1,FLJ36557,Tac2-N,C2CD1
TCAF1	FAM115A,KIAA0738
TCAF2	FAM139A,FAM115C,FLJ40722
TCAIM	C3orf23,DKFZp313N0621,TOAG-1
TCAP	LGMD2G,T-cap,TELE,telethonin,CMD1N
TCEA1	TCEA,GTF2S,SII,TF2S,TFIIS
TCEA2	TFIIS
TCEA3	TFIIS.H
TCEAL1	p21,pp21,SIIR,P21,WEX9
TCEAL2	my048,MY0876G05,WEX1
TCEAL3	MGC15737,WEX8
TCEAL4	FLJ21174,WEX7
TCEAL5	WEX4
TCEAL6	WEX2
TCEAL7	MGC23947,WEX5
TCEAL8	MGC45400,WEX3
TCEANC	MGC17403
TCEANC2	C1orf83,FLJ32112
TCEB1	SIII
TCEB2	SIII
TCEB3	SIII,TCEB3A
TCEB3B	HsT832,TCEB3L
TCEB3C	HsT829,TCEB3L2
TCEB3CL	HsT828
TCEB3CL2	NA
TCERG1	TAF2S,CA150,Urn1
TCERG1L	FLJ38950
TCF3	E2A,ITF1,MGC129647,MGC129648,bHLHb21,VDIR,E47
TCF4	SEF2-1B,ITF2,bHLHb19,E2-2
TCF7	TCF-1
TCF7L1	TCF3
TCF7L2	TCF4,TCF-4
TCF12	HEB,HTF4,HsT17266,bHLHb20
TCF15	EC2,PARAXIS,bHLHa40
TCF19	SC1
TCF20	AR1,SPBP
TCF21	POD1,bHLHa23
TCF23	OUT,bHLHa24
TCF24	bHLHa25
TCF25	Nulp1,KIAA1049
TCFL5	Figlb,E2BP-1,CHA,bHLHe82
TCHH	THH
TCHHL1	S100A17,THHL1
TCHP	MGC10854,TpMs
TCIRG1	TIRC7,OC-116,OC116,ATP6N1C,Atp6i,a3,ATP6V0A3
TCL1A	TCL1
TCL1B	TML1
TCN1	TCI,TC1
TCN2	D22S676,D22S750,TC2
TCOF1	treacle,TCS
TCP1	D6S230E,CCT1,Ccta
TCP10	NA
TCP10L	PRED77
TCP10L2	bA517H2.3
TCP11	D6S230E,KIAA0229,FPPR
TCP11L1	FLJ11336
TCP11L2	MGC40368
TCP11X1	NA
TCP11X2	NA
TCTA	NA
TCTE1	D6S46,MGC33600,FAP155
TCTE3	TCTEX1D3
TCTEX1D1	FLJ40873
TCTEX1D2	MGC33212
TCTEX1D4	NA
TCTN1	FLJ21127,TECT1,JBTS13
TCTN2	C12orf38,FLJ12975,TECT2,MKS8
TCTN3	C10orf61,DKFZP564D116,TECT3,JBTS18
TDG	NA
TDGF1	CRIPTO,CR,Cripto-1
TDO2	TDO,TPH2
TDP1	FLJ11090,SCAN1
TDP2	TTRAP
TDRD1	CT41.1
TDRD3	FLJ21007
TDRD5	FLJ34823,TUDOR3
TDRD6	NY-CO-45,bA446F17.4,CT41.2,SPATA36
TDRD7	PCTAIRE2BP
TDRD9	C14orf75,DKFZp434N0820,FLJ36164,NET54
TDRD10	DKFZp434M202
TDRD12	ECAT8,FLJ13072
TDRD15	NA
TDRKH	TDRD2
TDRP	C8orf42,INM01,TDRP1,TDRP2
TEAD1	TCF13,AA,TEF-1
TEAD2	TEF-4,ETF,TEF4
TEAD3	TEAD5,TEF-5,ETFR-1
TEAD4	TCF13L1,TEF-3,TEFR-1,EFTR-2,RTEF-1
TEC	PSCTK4
TECPR1	DKFZP434B0335,FLJ23419,FLJ90593,KIAA1358
TECPR2	KIAA0329
TECR	SC2,GPSN2,TER,MRT14
TECRL	GPSN2L,SRD5A2L2,DKFZp313D0829,DKFZp313B2333,TERL
TECTA	DFNA12,DFNA8,DFNB21
TECTB	NA
TEDDM1	HE9,Epdd1,TMEM45C,EDDM9
TEF	KIAA1655
TEFM	C17orf42,FLJ22729
TEK	VMCM,TIE2,TIE-2,VMCM1,CD202b
TEKT1	NA
TEKT2	TEKTB1
TEKT3	FLJ32828
TEKT4	MGC27019
TEKT5	FLJ32871,CT149
TELO2	KIAA0683,hCLK2,TEL2
TEN1	C17orf106,FLJ39785
TENM1	ODZ3,TNM,ODZ1,TEN-M1
TENM2	ODZ2,KIAA1127,Ten-M2
TENM3	ODZ3,Ten-M3,KIAA1455
TENM4	ODZ4,KIAA1302,Ten-M4
TEP1	TP1,TLP1,VAULT2,p240,TROVE1
TEPP	NA
TERF1	TRBF1,PIN2,TRF1,TRF
TERF2	TRBF2,TRF2
TERF2IP	RAP1
TERT	TRT,TP2,TCS1,hEST2,EST2
TES	DKFZP586B2022,TESS-2,TESTIN
TESC	TSC,FLJ20607,CHP3
TESK1	NA
TESK2	NA
TESPA1	KIAA0748
TET1	CXXC6,LCX,KIAA1676,bA119F7.1
TET2	KIAA1546,FLJ20032
TET3	MGC22014,hCG_40738
TEX2	HT008,TMEM96,KIAA1738
TEX9	NA
TEX10	FLJ20287,bA208F1.2,Ipi1
TEX11	TSGA3,TGC1
TEX12	NA
TEX13A	NA
TEX13B	TSGA5,TGC3B
TEX14	CT113
TEX15	CT42
TEX19	FLJ35767
TEX22	NA
TEX26	C13orf26,MGC40178
TEX28	CXorf2,fTEX
TEX29	C13orf16,bA474D23.1,MGC35169
TEX30	C13orf27
TEX33	C22orf33,MGC35206,EAN57
TEX35	C1orf49,DKFZP564J047,TSC24
TEX36	C10orf122,bA383C5.1
TEX37	C2orf51,FLJ25369,TSC21
TEX38	C1orf223,ATPAF1-AS1,LOC374973,THEG4
TEX40	C11orf20,DKFZP566E164
TEX43	C5orf48,MGC163367,MGC163369,FLJ27505,Tseg7
TEX101	MGC4766,SGRG,CT131,SPATA44
TEX261	MGC32043,TEG-261
TEX264	ZSIG11,FLJ13935
TF	PRO1557,PRO2086
TFAM	TCF6,TCF6L2
TFAP2A	TFAP2,AP2TF,AP-2
TFAP2B	AP2-B
TFAP2C	AP2-GAMMA,ERF1,TFAP2G,hAP-2g
TFAP2D	TFAP2BL1
TFAP2E	AP2E
TFAP4	AP-4,bHLHc41
TFB1M	mtTFB,CGI-75
TFB2M	FLJ23182,FLJ22661,Hkp1
TFCP2	CP2,LSF,LBP-1C,TFCP2C
TFCP2L1	LBP-9,CRTR1
TFDP1	Dp-1,DRTF1,DP1
TFDP2	Dp-2
TFDP3	HCA661,E2F-like,CT30
TFE3	TFEA,bHLHe33
TFEB	TCFEB,bHLHe35
TFEC	TCFEC,TFECL,bHLHe34
TFF1	BCEI,D21S21,HPS2,pS2,pNR-2,HP1.A
TFF2	SML1
TFF3	HITF,ITF
TFG	TF6,FLJ36137,SPG57
TFIP11	TIP39,DKFZP434B194,Spp382
TFPI	LACI,EPI,TFI,TFPI1
TFPI2	PP5,TFPI-2,REF1
TFPT	FB1,amida,INO80F
TFR2	HFE3,TFRC2
TFRC	CD71,TFR1,p90
TG	TGN,AITD3
TGDS	TDPGD,SDR2E1
TGFA	NA
TGFB1	TGFB,DPD1,CED,TGFbeta
TGFB1I1	Hic-5,TSC-5,ARA55,HIC-5
TGFB2	NA
TGFB3	ARVD1,ARVD
TGFBI	CSD3,LCD1,CSD1,CSD2,BIGH3,CDB1,CDGG1
TGFBR1	MSSE,ESS1,ALK-5,ACVRLK4
TGFBR2	MFS2
TGFBR3	betaglycan,BGCAN
TGFBR3L	NA
TGFBRAP1	TRAP-1,TRAP1
TGIF1	HPE4,TGIF
TGIF2	NA
TGIF2LX	NA
TGIF2LY	NA
TGM1	ICR2,TGASE,TGK,LI,LI1
TGM2	TGC
TGM3	TGE
TGM4	TGP
TGM5	TGX
TGM6	TGM3L,dJ734P14.3,TGY,SCA35
TGM7	TGMZ
TGOLN2	TGN51,TGN46,TGN48,TGN38,TTGN2
TGS1	NCOA6IP,PIMT
TH	DYT5b
THADA	FLJ21877,KIAA1767,GITA
THAP1	DYT6,FLJ10477,4833431A01Rik
THAP2	DKFZP564I0422
THAP3	NA
THAP4	CGI-36
THAP5	DKFZp313O1132
THAP6	MGC30052
THAP7	MGC10963
THAP8	FLJ32891
THAP9	FLJ34093
THAP10	NA
THAP11	HRIHFB2206,CTG-B45d,CTG-B43a
THBD	CD141
THBS1	TSP1,THBS,TSP,THBS-1,TSP-1
THBS2	TSP2
THBS3	NA
THBS4	NA
THEG	CT56,THEG1
THEGL	NA
THEM4	CTMP
THEM5	FLJ37964
THEM6	C8orf55,DSCD75
THEMIS	C6orf207,C6orf190,TSEPA,bA325O24.4,FLJ40584,bA325O24.3
THEMIS2	C1orf38,ICB-1,Icb-1
THG1L	ICF45,FLJ11601,FLJ20546
THNSL1	FLJ22002
THNSL2	FLJ10916
THOC1	P84,HPR1
THOC2	CXorf3,THO2,dJ506G2.1
THOC3	TEX1,MGC5469
THOC5	C22orf19,PK1.3,KIAA0983,Fmip,fSAP79
THOC6	WDR58,MGC2655,fSAP35
THOC7	NIF3L1BP1,FLJ23445,fSAP24
THOP1	NA
THPO	MGDF,TPO,MPLLG
THRA	THRA1,THRA2,ERBA1,EAR-7.1/EAR-7.2,THRA3,AR7,ERBA,NR1A1
THRAP3	TRAP150
THRB	ERBA2,PRTH,THRB1,THRB2,NR1A2,THR1,ERBA-BETA,GRTH
THRSP	LPGP1,SPOT14,Lpgp,S14,THRP
THSD1	TMTSP
THSD4	FVSY9334,PRO34005,FLJ13710,ADAMTSL6
THSD7A	KIAA0960
THSD7B	KIAA1679
THTPA	THTPASE
THUMPD1	FLJ20274
THUMPD2	C2orf8,MGC2454
THUMPD3	DKFZP434F091
THY1	CD90
THYN1	THY28
TIA1	NA
TIAF1	NA
TIAL1	TIAR
TIAM1	NA
TIAM2	STEF
TICAM1	TRIF,TICAM-1,MGC35334,PRVTIRB
TICAM2	TRAM,TICAM-2,TIRP
TICRR	C15orf42,MGC45866,FLJ41618,Treslin,SLD3
TIE1	TIE,JTK14
TIFA	MGC20791,T2BP,T6BP,TIFAA
TIFAB	NA
TIGD1	EEYORE
TIGD2	NA
TIGD3	NA
TIGD4	NA
TIGD5	FLJ14926
TIGD6	DKFZp761E2110
TIGD7	Sancho
TIGIT	VSIG9,VSTM3,FLJ39873,DKFZp667A205
TIMD4	NA
TIMELESS	hTIM,TIM,TIM1
TIMM8A	DFN1,DDP,MTS
TIMM8B	TIM8B,DDP2,FLJ21744,MGC102866,MGC117373
TIMM9	TIM9A
TIMM10	TIM10,TIM10A
TIMM10B	FXC1,Tim9b,TIM10B
TIMM13	TIMM13B,Tim13
TIMM17A	TIM17,TIM17A
TIMM17B	DXS9822,JM3
TIMM21	C18orf55,HSPC154,TIM21
TIMM22	TEX4
TIMM23	TIM23
TIMM23B	bA592B15.7
TIMM44	TIM44
TIMM50	TIM50L
TIMMDC1	C3orf1,FLJ22597
TIMP1	TIMP,CLGI,EPO
TIMP2	CSC-21K
TIMP3	SFD
TIMP4	NA
TINAG	NA
TINAGL1	LCN7,P3ECSL,LIECG3,ARG1,TINAGRP
TINF2	TIN2
TIPARP	DKFZP434J214,DKFZp686N0351,DDF1,PARP7,PARP-7,PARP-1,pART14,RM1
TIPIN	FLJ20516
TIPRL	MGC3794,dJ69E11.3,TIP41
TIRAP	Mal,wyatt
TJAP1	TJP4,PILT
TJP1	ZO-1,MGC133289,DKFZp686M05161
TJP2	DFNA51,ZO-2,X104,ZO2
TJP3	ZO-3
TK1	NA
TK2	SCA31
TKT	NA
TKTL1	TKR,TKT2
TKTL2	FLJ32975,DKFZP434L1717
TLCD1	NA
TLCD2	NA
TLDC1	KIAA1609
TLDC2	C20orf118,dJ132F21.2
TLE1	ESG1,GRG1,ESG
TLE2	ESG2,GRG2,ESG,FLJ41188
TLE3	ESG,ESG3,KIAA1547,HsT18976,GRG3
TLE4	E(spI),ESG,GRG4
TLE6	FLJ14009,GRG6
TLK1	KIAA0137,PKU-BETA
TLK2	PKU-ALPHA,MGC44450
TLL1	NA
TLL2	NA
TLN1	TLN,ILWEQ
TLN2	KIAA0320,ILWEQ
TLR1	rsc786,KIAA0012,CD281
TLR2	TIL4,CD282
TLR3	CD283
TLR4	hToll,CD284,TLR-4,ARMD10
TLR5	SLEB1,TIL3,FLJ10052,MGC126430,MGC126431
TLR6	CD286
TLR7	NA
TLR8	CD288
TLR9	CD289
TLR10	CD290
TLX1	TCL3,HOX11
TLX1NB	TD1,TDI,APT-B7
TLX2	HOX11L1,Enx,Tlx2,NCX
TLX3	HOX11L2,RNX
TM2D1	BBP
TM2D2	BLP1
TM2D3	BLP2,FLJ22604
TM4SF1	M3S1,L6
TM4SF4	il-TMP
TM4SF5	NA
TM4SF18	L6D
TM4SF19	NA
TM4SF20	FLJ22800,TCCE518
TM6SF1	NA
TM6SF2	Lpr4
TM7SF2	ANG1,DHCR14A,NET47
TM7SF3	NA
TM9SF1	MP70,HMP70
TM9SF2	P76
TM9SF3	SMBP
TM9SF4	KIAA0255,dJ836N17.2
TMA7	CCDC72,HSPC016
TMA16	C4orf43,FLJ11184
TMBIM1	PP1201,RECS1,LFG3
TMBIM4	CGI-119,S1R,ZPRO,LFG4,GAAP
TMBIM6	TEGT,BI-1,BAXI1
TMC1	DFNA36,DFNB7,DFNB11
TMC2	C20orf145,dJ686C3.3
TMC3	NA
TMC4	NA
TMC5	FLJ13593
TMC6	EVER1,LAK-4P,EVIN1
TMC7	FLJ21240
TMC8	EVER2,EVIN2
TMCC1	KIAA0779
TMCC2	HUCEP11,FLJ38497
TMCC3	KIAA1145
TMCO1	TMCC4,HP10122
TMCO2	dJ39G22.2
TMCO3	C13orf11,FLJ20623
TMCO4	DKFZp686C23231
TMCO5A	TMCO5,MGC35118
TMCO6	FLJ39769,PRO1580
TMED1	ST2L,MGC1270,IL1RL1LG,Il1rl1l
TMED2	RNP24,P24A
TMED3	C15orf22,p24B
TMED4	HNLF
TMED5	CGI-100
TMED6	MGC23911
TMED7	CGI-109,FLJ90481
TMED8	FAM15B
TMED9	HSGP25L2G
TMED10	TMP21,P24(DELTA)
TMEFF1	C9orf2,H7365,CT120.1
TMEFF2	TENB2,HPP1,TR,TPEF,CT120.2
TMEM2	NA
TMEM5	HP10481
TMEM8A	TMEM6,TMEM8,M83
TMEM8B	C9orf127,NAG-5,NGX6
TMEM8C	TMEM226
TMEM9	TMEM9A
TMEM9B	C11orf15
TMEM11	C17orf35,PMI,PM1
TMEM14A	PTD011,C6orf73
TMEM14B	MGC1223
TMEM14C	C6orf53,HSPC194,bA421M1.6,NET26
TMEM14E	NA
TMEM17	FLJ34583
TMEM18	DKFZp434C1714
TMEM19	FLJ10936
TMEM25	FLJ14399
TMEM26	MGC35010,Em:AC068892.1
TMEM27	NX17
TMEM30A	C6orf67,FLJ10856,CDC50A
TMEM30B	CDC50B
TMEM31	MGC39655
TMEM33	FLJ10525
TMEM35	FLJ14084
TMEM37	PR1,PR
TMEM38A	MGC3169,TRIC-A
TMEM38B	C9orf87,FLJ10493,bA219P18.1,D4Ertd89e,TRIC-B
TMEM39A	FLJ10902
TMEM39B	FLJ10315
TMEM40	FLJ11036
TMEM41A	MGC15397
TMEM41B	KIAA0033
TMEM42	MGC29956
TMEM43	ARVD5,MGC3222,DKFZp586G1919,LUMA
TMEM44	DKFZp686O18124
TMEM45A	FLJ10134,DERP7
TMEM45B	BC016153,FLJ40787
TMEM47	TM4SF10,BCMP1,DKFZP761J17121,DKFZp564E153
TMEM50A	SMP1
TMEM50B	C21orf4
TMEM51	C1orf72,FLJ10199
TMEM52	NA
TMEM52B	C12orf59,FLJ31166
TMEM53	FLJ22353,NET4
TMEM54	CAC-1
TMEM55A	DKFZp762O076
TMEM55B	C14orf9,MGC26684
TMEM56	FLJ31842
TMEM57	FLJ10747
TMEM59	C1orf8,HSPC001
TMEM59L	C19orf4,BSMAP
TMEM60	C7orf35,DC32
TMEM61	NA
TMEM62	FLJ23375
TMEM63A	KIAA0792
TMEM63B	C6orf110,DKFZp434P0531,dJ421H19.2
TMEM63C	C14orf171,DKFZp434P0111,CSC1,hsCSC1
TMEM64	DKFZp762C1112
TMEM65	NA
TMEM67	MKS3,MGC26979,JBTS6,NPHP11
TMEM68	FLJ32370
TMEM69	C1orf154,FLJ21029
TMEM70	FLJ20533
TMEM71	FLJ33069
TMEM72	C10orf127,bA285G1.3,KSP37
TMEM74	FLJ30668,NET36
TMEM74B	C20orf46,FLJ11190
TMEM78	FLJ40168
TMEM79	MGC13102,FLJ16057,FLJ32254,MATT
TMEM80	FLJ38216
TMEM81	UNQ2788,MGC75217,HC3107,KVLA2788
TMEM82	NA
TMEM86A	FLJ90119
TMEM86B	MGC30208
TMEM87A	DKFZP564G2022
TMEM87B	FLJ14681
TMEM88	MGC71744,FLJ20025
TMEM88B	NA
TMEM89	NA
TMEM91	FLJ27310,IFITMD6
TMEM92	FLJ33318
TMEM95	MGC129793,UNQ9390
TMEM97	MAC30
TMEM98	DKFZP564K1964
TMEM99	MGC21518
TMEM100	FLJ10970,FLJ37856
TMEM101	MGC4251,FLJ23987
TMEM102	FLJ36878
TMEM104	FLJ20255,FLJ00021
TMEM105	FLJ38792
TMEM106A	MGC20235
TMEM106B	MGC33727,FLJ11273
TMEM106C	MGC5576
TMEM107	MGC10744
TMEM108	MGC3040,CT124
TMEM109	MGC5508
TMEM110	MGC52022
TMEM114	NA
TMEM115	PL6
TMEM116	FLJ90167
TMEM117	DKFZp434K2435
TMEM119	NA
TMEM120A	TMPIT,NET29
TMEM120B	NA
TMEM121	MGC4659,hole
TMEM123	PORIMIN,KCT3
TMEM125	MGC17299
TMEM126A	DKFZp586C1924,OPA7
TMEM126B	HT007
TMEM127	FLJ20507,FLJ22257
TMEM128	MGC13159
TMEM129	D4S2561E
TMEM130	DKFZp761L1417,FLJ42643
TMEM131	CC28,YR-23,RW1,KIAA0257,PRO1048
TMEM132A	HSPA5BP1,GBP,FLJ20539
TMEM132B	KIAA1906,KIAA1786
TMEM132C	DKFZp761O2018,PPP1R152
TMEM132D	KIAA1944,MOLT,PPP1R153
TMEM132E	DFNB99
TMEM133	AD031
TMEM134	FLJ21749
TMEM135	FLJ22104
TMEM136	MGC17839
TMEM138	HSPC196,JBTS16
TMEM139	FLJ90586
TMEM140	FLJ11000
TMEM141	MGC14141
TMEM143	FLJ10922
TMEM144	FLJ11155
TMEM145	FLJ90805
TMEM147	NIFIE14,MGC1936
TMEM150A	TMEM150,TM6P1,FLJ90024
TMEM150B	TMEM224
TMEM150C	FLJ12993
TMEM151A	TMEM151,MGC33486
TMEM151B	C6orf137,TMEM193,bA444E17.5
TMEM154	FLJ32028
TMEM155	FLJ30834
TMEM156	FLJ23235
TMEM158	RIS1,p40BBp
TMEM159	promethin
TMEM160	FLJ20512
TMEM161A	FLJ39645,FLJ20422
TMEM161B	MGC33214
TMEM163	DKFZP566N034,SV31
TMEM164	FLJ22679,RP13-360B22.2
TMEM165	TMPT27,TPARL,GDT1
TMEM167A	TMEM167,FLJ30508,MGC23909
TMEM167B	C1orf119,AD-020,FLJ90710
TMEM168	DKFZp564C012,FLJ13576
TMEM169	FLJ34263
TMEM170A	TMEM170,FLJ37611
TMEM170B	NA
TMEM171	PRP2
TMEM173	FLJ38577,NET23
TMEM174	MGC13034,FLJ31268
TMEM175	MGC4618
TMEM176A	HCA112
TMEM176B	LR8
TMEM177	MGC10993
TMEM178A	TMEM178,MGC33926
TMEM178B	DKFZp547G036
TMEM179	C14orf90,FLJ42486,TMEM179A
TMEM179B	NA
TMEM180	C10orf77,FLJ22529,bA18I14.8
TMEM181	KIAA1423,GPR178
TMEM182	FLJ30294
TMEM183A	C1orf37
TMEM183B	C1orf37-DUP
TMEM184A	MGC9712
TMEM184B	C22orf5,HS5O6A,DKFZP586A1024,FM08
TMEM184C	TMEM34,FLJ10846
TMEM185A	CXorf13,FAM11A
TMEM185B	FAM11B,FLJ20979
TMEM186	C16orf51,DKFZP564K2062
TMEM187	CXorf12,ITBA1,DXS9878E
TMEM189	Kua
TMEM190	MDAC1
TMEM191B	NA
TMEM192	FLJ38482
TMEM194A	TMEM194,KIAA0286
TMEM194B	NA
TMEM196	MGC42090
TMEM198	MGC99813,TMEM198A
TMEM199	C17orf32,MGC45714
TMEM200A	KIAA1913,TTMC
TMEM200B	TTMB
TMEM200C	TTMA
TMEM201	RP13-15M17.2,NET5
TMEM202	FLJ27523
TMEM203	MGC14327,HBEBP1
TMEM204	C16orf30,FLJ20898,CLP24
TMEM205	UNQ501,MBC3205
TMEM206	C1orf75,FLJ10874
TMEM207	NA
TMEM208	HSPC171
TMEM209	FLJ14803,NET31
TMEM210	NA
TMEM211	bA9F11.1
TMEM212	FLJ23172
TMEM213	NA
TMEM214	FLJ20254
TMEM215	NA
TMEM216	CORS2,MKS2,MGC13379,HSPC244,JBTS2
TMEM217	C6orf128,dJ355M6.2
TMEM218	NA
TMEM219	NA
TMEM220	NA
